Nx = 3
Ny = 3
Time: 0.0945 ms
0.29911	0.09821	0.03125	0.09821	0.06250	0.02679	0.03125	0.02679	0.01339	
0.09821	0.33036	0.09821	0.06250	0.12500	0.06250	0.02679	0.04464	0.02679	
0.03125	0.09821	0.29911	0.02679	0.06250	0.09821	0.01339	0.02679	0.03125	
0.09821	0.06250	0.02679	0.33036	0.12500	0.04464	0.09821	0.06250	0.02679	
0.06250	0.12500	0.06250	0.12500	0.37500	0.12500	0.06250	0.12500	0.06250	
0.02679	0.06250	0.09821	0.04464	0.12500	0.33036	0.02679	0.06250	0.09821	
0.03125	0.02679	0.01339	0.09821	0.06250	0.02679	0.29911	0.09821	0.03125	
0.02679	0.04464	0.02679	0.06250	0.12500	0.06250	0.09821	0.33036	0.09821	
0.01339	0.02679	0.03125	0.02679	0.06250	0.09821	0.03125	0.09821	0.29911	
